state,year,epi_week,rainfall_anomaly_mm,rainfall_zscore,heavy_rain_flag,extreme_rain_flag,rolling_4_rainfall_mm,reliefweb_flood_reports
Abia,2020,53,0.0,0,0,0,0.26,0
Abia,2021,1,14.049999999999999,0.9163261563016897,0,0,24.57,0
Abia,2021,2,-1.9919999999999995,-0.4273520130271868,0,0,24.94,0
Abia,2021,3,-5.516000000000001,-0.48046441846876264,0,0,24.95,0
Abia,2021,4,-1.408,-0.653508875311615,0,0,26.54,0
Abia,2021,5,-0.25400000000000006,-0.2860113729419652,0,0,2.69,0
Abia,2021,6,1.7100000000000002,0.7044676521083558,0,0,6.0,0
Abia,2021,7,0.15799999999999997,0.6666607322743408,0,0,6.36,0
Abia,2021,8,-3.8980000000000006,-0.812141144048729,0,0,6.38,0
Abia,2021,9,-8.862,-1.3895699193377682,0,0,7.600000000000001,0
Abia,2021,10,16.144000000000002,1.0559069542160149,0,0,43.800000000000004,0
Abia,2021,11,-4.306000000000001,-0.38073911597587806,0,0,50.02000000000001,0
Abia,2021,12,5.906000000000002,0.7136005801899533,0,0,68.72,0
Abia,2021,13,-5.798000000000001,-1.1327012564405359,0,0,67.34,0
Abia,2021,14,38.164,1.4071483839410583,1,0,102.02,0
Abia,2021,15,41.01400000000001,1.749449714160969,1,0,169.67000000000002,0
Abia,2021,16,6.490000000000002,0.3695931235635938,0,0,180.26000000000002,0
Abia,2021,17,-8.614,-0.6214498040640785,0,0,203.4,0
Abia,2021,18,-14.105999999999998,-0.44371582957012057,0,0,149.96000000000004,0
Abia,2021,19,6.524000000000001,0.7460511532617264,0,0,98.98,0
Abia,2021,20,-15.541999999999998,-0.42972701199218927,0,0,98.19000000000001,0
Abia,2021,21,0.1839999999999975,0.024851881831767775,0,0,104.24,0
Abia,2021,22,92.19,1.731686323649223,1,1,245.72,0
Abia,2021,23,-23.244,-0.8168379435865838,0,0,261.38,0
Abia,2021,24,12.823999999999998,0.4366435706085943,0,0,289.69,0
Abia,2021,25,-22.524,-0.7129918595924262,0,0,299.2,0
Abia,2021,26,8.367999999999988,0.2995305407277745,0,0,204.51,0
Abia,2021,27,-9.707999999999998,-0.4487652266821014,0,0,230.05999999999997,0
Abia,2021,28,31.656,1.4981866143215625,0,0,243.58999999999997,0
Abia,2021,29,-33.85000000000001,-1.1037679321702973,0,0,216.25,0
Abia,2021,30,-40.482,-1.1426648645700692,0,0,155.95,0
Abia,2021,31,21.972,1.4378350463953413,0,0,137.57,0
Abia,2021,32,64.46200000000002,1.1300956616317759,1,1,207.47000000000003,0
Abia,2021,33,40.54,1.7788054225645573,0,0,260.36,0
Abia,2021,34,-8.443999999999999,-0.3290784139028016,0,0,284.2,0
Abia,2021,35,17.832,0.8631326851606134,0,0,292.77000000000004,0
Abia,2021,36,-14.672000000000004,-0.3582841170250589,0,0,191.37000000000003,0
Abia,2021,37,-15.504000000000001,-1.2382631009221101,0,0,151.01000000000002,0
Abia,2021,38,-20.622000000000007,-1.0027811305591583,0,0,163.71000000000004,0
Abia,2021,39,-10.21800000000001,-0.5056456602581306,0,0,145.92000000000002,0
Abia,2021,40,80.93400000000003,1.7830074388814825,1,1,245.78000000000003,0
Abia,2021,41,-11.61,-0.5617818954497493,0,0,253.04000000000002,0
Abia,2021,42,0.012000000000000455,0.0005372006026407449,0,0,251.25000000000006,0
Abia,2021,43,11.625999999999998,1.1200934790042723,0,0,251.66000000000005,0
Abia,2021,44,11.521999999999991,0.9619802057154391,0,0,165.16000000000003,0
Abia,2021,45,29.148000000000003,1.2179447512937478,0,0,187.77000000000004,0
Abia,2021,46,28.61,1.5919457397300107,0,0,192.58000000000004,0
Abia,2021,47,23.316,1.6813990869562117,0,0,188.38000000000002,0
Abia,2021,48,0.8740000000000006,0.29417389536253097,0,0,138.51000000000002,0
Abia,2021,49,-5.4239999999999995,-0.44338076781631724,0,0,85.16000000000003,0
Abia,2021,50,-3.42,-0.49302781291236353,0,0,39.810000000000024,0
Abia,2021,51,6.676,1.78022995474747,0,0,15.320000000000029,0
Abia,2021,52,7.1419999999999995,1.7876117464452181,0,0,20.14000000000003,0
Abia,2022,1,24.590000000000003,1.6037338208867298,0,0,54.28000000000003,0
Abia,2022,2,8.328,1.786640343619685,0,0,63.15000000000003,0
Abia,2022,3,20.524,1.7877178616121978,0,0,80.61000000000004,0
Abia,2022,4,1.2720000000000002,0.5903858589462887,0,0,76.12000000000002,0
Abia,2022,5,0.08600000000000008,0.09683849635042924,0,0,42.07000000000003,0
Abia,2022,6,-1.2799999999999998,-0.527320815613272,0,0,32.070000000000036,0
Abia,2022,7,0.338,1.426147642460299,0,0,6.570000000000029,0
Abia,2022,8,-5.268000000000001,-1.09757812900172,0,0,2.5400000000000285,0
Abia,2022,9,6.138,0.9624441621411894,0,0,18.420000000000027,0
Abia,2022,10,11.534000000000002,0.7543874386724181,0,0,53.00000000000003,0
Abia,2022,11,-8.996,-0.7954317434554107,0,0,54.35000000000003,0
Abia,2022,12,-9.453999999999997,-1.1422925643609572,0,0,59.06000000000003,0
Abia,2022,13,-0.02800000000000047,-0.005470099203231379,0,0,48.45000000000003,0
Abia,2022,14,13.153999999999996,0.4850023541127942,0,0,62.730000000000025,0
Abia,2022,15,-9.365999999999996,-0.3995061691820263,0,0,84.69000000000003,0
Abia,2022,16,25.16,1.4328140198551644,0,0,129.31,0
Abia,2022,17,11.225999999999999,0.8098903529630072,0,0,166.52000000000004,0
Abia,2022,18,-4.256,-0.13387597977105015,0,0,147.94000000000003,0
Abia,2022,19,-0.16600000000000037,-0.018982907946267145,0,0,140.65000000000003,0
Abia,2022,20,-5.821999999999996,-0.16097482073211455,0,0,130.91000000000003,0
Abia,2022,21,10.084,1.3619911760410308,0,0,127.02000000000004,0
Abia,2022,22,-17.659999999999997,-0.3317234024909998,0,0,148.80000000000004,0
Abia,2022,23,1.0360000000000014,0.03640699146255816,0,0,195.43000000000004,0
Abia,2022,24,-30.156000000000002,-1.0267797500992493,0,0,171.04000000000005,0
Abia,2022,25,-27.694000000000003,-0.8766469792023021,0,0,165.48000000000002,0
Abia,2022,26,-40.86200000000001,-1.4626454296389033,0,0,131.41000000000003,0
Abia,2022,27,-20.52799999999999,-0.9489341340471957,0,0,121.86000000000004,0
Abia,2022,28,-25.983999999999995,-1.2297473144595488,0,0,120.73000000000003,0
Abia,2022,29,-22.120000000000005,-0.7212805512439283,0,0,110.29000000000003,0
Abia,2022,30,33.66799999999999,0.9503295454855264,1,0,173.37000000000003,0
Abia,2022,31,-7.298000000000002,-0.4775769237480977,0,0,136.54000000000002,0
Abia,2022,32,27.322000000000003,0.47898721211106354,1,1,226.94,0
Abia,2022,33,-13.849999999999998,-0.6077073286265199,0,0,213.71000000000004,0
Abia,2022,34,32.936,1.2835772904195495,0,0,204.78000000000003,0
Abia,2022,35,10.922000000000004,0.5286639293026145,0,0,235.71,0
Abia,2022,36,44.768,1.0932158772476714,1,1,230.89000000000001,0
Abia,2022,37,5.275999999999996,0.4213800387296857,0,0,265.70000000000005,0
Abia,2022,38,31.087999999999994,1.5117088442839248,1,1,288.73,0
Abia,2022,39,33.342,1.6499547469491656,1,0,321.41,0
Abia,2022,40,-20.656000000000006,-0.4550596987364507,0,0,260.24,0
Abia,2022,41,-10.380000000000003,-0.5022649504537813,0,0,247.95000000000005,0
Abia,2022,42,-23.048,-1.0317832908052849,0,0,171.39000000000001,0
Abia,2022,43,1.1859999999999964,0.11426379374669388,0,0,117.80000000000001,0
Abia,2022,44,8.131999999999998,0.6789466267035198,0,0,129.50000000000003,0
Abia,2022,45,-14.882,-0.6218421088497856,0,0,106.85000000000001,0
Abia,2022,46,-11.380000000000003,-0.6332171449887286,0,0,94.73000000000002,0
Abia,2022,47,-8.584,-0.619022549426665,0,0,69.07000000000001,0
Abia,2022,48,-1.9259999999999997,-0.6482596366913435,0,0,19.790000000000013,0
Abia,2022,49,-4.484,-0.36654118047351897,0,0,11.410000000000014,0
Abia,2022,50,10.9,1.5713459534341412,0,0,20.370000000000015,0
Abia,2022,51,-1.8940000000000001,-0.5050562513918078,0,0,19.210000000000015,0
Abia,2022,52,-1.8779999999999997,-0.47005528700981786,0,0,17.810000000000016,0
Abia,2023,1,-9.55,-0.622840910511113,0,0,16.870000000000015,0
Abia,2023,2,-2.2219999999999995,-0.47669486593695237,0,0,0.8700000000000142,0
Abia,2023,3,-4.916,-0.4282021539507681,0,0,1.4600000000000142,0
Abia,2023,4,0.472,0.21907399797378002,0,0,5.190000000000014,0
Abia,2023,5,1.4860000000000002,1.6732791346132294,0,0,6.680000000000014,0
Abia,2023,6,3.41,1.404815610344733,0,0,11.920000000000016,0
Abia,2023,7,-0.21200000000000002,-0.8945068053301284,0,0,11.310000000000016,0
Abia,2023,8,5.302,1.1046619665844946,0,0,18.650000000000016,0
Abia,2023,9,5.548,0.8699316082696837,0,0,32.54000000000002,0
Abia,2023,10,4.084,0.2671162042256073,0,0,54.98000000000002,0
Abia,2023,11,18.704,1.653818956157181,0,0,84.58000000000001,0
Abia,2023,12,9.946000000000002,1.2017391416473542,0,0,98.12000000000002,0
Abia,2023,13,7.6419999999999995,1.4929463611104818,0,0,95.77000000000002,0
Abia,2023,14,-1.0760000000000005,-0.03967329580548631,0,0,103.27000000000001,0
Abia,2023,15,-16.466,-0.7023562440477523,0,0,90.43,0
Abia,2023,16,1.5400000000000027,0.08770006321848,0,0,92.03000000000002,0
Abia,2023,17,-20.234,-1.4597649565164341,0,0,90.11000000000001,0
Abia,2023,18,-21.006,-0.6607610035410432,0,0,69.01000000000002,0
Abia,2023,19,-4.996000000000002,-0.5713169162623523,0,0,63.990000000000016,0
Abia,2023,20,-7.411999999999999,-0.2049373705370034,0,0,76.28000000000002,0
Abia,2023,21,-5.526,-0.7463668424040794,0,0,88.24000000000001,0
Abia,2023,22,-38.83,-0.7293782400184329,0,0,105.60000000000001,0
Abia,2023,23,28.676000000000002,1.007728655579456,1,0,184.70000000000002,0
Abia,2023,24,-7.896000000000001,-0.2688504081039817,0,0,184.16000000000003,0
Abia,2023,25,30.736000000000004,0.9729407652474167,1,1,252.64000000000001,0
Abia,2023,26,27.17799999999999,0.9728299517088271,1,0,307.78,0
Abia,2023,27,-0.2980000000000018,-0.013775446801737439,1,0,290.82000000000005,0
Abia,2023,28,0.44600000000000506,0.0211078857084731,0,0,293.86,0
Abia,2023,29,3.789999999999992,0.12358287925924422,0,0,250.89999999999998,0
Abia,2023,30,34.348,0.9695235603046474,1,0,246.62,0
Abia,2023,31,-16.908,-1.1064497981272725,0,0,179.95,0
Abia,2023,32,-53.837999999999994,-0.943844283933659,0,0,162.76,0
Abia,2023,33,-8.969999999999999,-0.39358373557977494,0,0,128.5,0
Abia,2023,34,-22.304,-0.8692284395651454,0,0,63.65,0
Abia,2023,35,15.762000000000008,0.7629372691510539,0,0,109.03,0
Abia,2023,36,40.977999999999994,1.0006656589049112,1,1,181.57999999999998,0
Abia,2023,37,-10.444000000000003,-0.8341344057037229,0,0,195.79000000000002,0
Abia,2023,38,-16.382000000000005,-0.7966036505101411,0,0,226.59,0
Abia,2023,39,-1.7080000000000055,-0.08452170559022205,0,0,219.38,0
Abia,2023,40,-25.476,-0.5612461698784766,0,0,157.18,0
Abia,2023,41,35.05,1.6959909935842992,1,0,206.04000000000002,0
Abia,2023,42,-4.007999999999996,-0.17942500128200178,0,0,195.99,0
Abia,2023,43,-11.084000000000003,-1.0678751179497126,0,0,165.18,0
Abia,2023,44,-12.568000000000001,-1.0493115106259026,0,0,161.0,0
Abia,2023,45,-17.142,-0.7162758654685543,0,0,90.66,0
Abia,2023,46,-1.9400000000000013,-0.10794738675554781,0,0,68.94,0
Abia,2023,47,2.276,0.16413039637640836,0,0,66.41,0
Abia,2023,48,4.5440000000000005,1.5294349891617163,0,0,44.3,0
Abia,2023,49,-5.863999999999999,-0.47934823423209516,0,0,36.8,0
Abia,2023,50,-5.12,-0.7381001175764039,0,0,20.3,0
Abia,2023,51,-1.834,-0.489056581337157,0,0,8.34,0
Abia,2023,52,-1.8779999999999997,-0.47005528700981786,0,0,0.47000000000000003,0
Abia,2024,1,-9.58,-0.6247974788163835,0,0,0.8799999999999999,0
Abia,2024,2,-1.7519999999999998,-0.37586381868656193,0,0,1.3699999999999999,0
Abia,2024,3,-5.526000000000001,-0.4813354562107292,0,0,1.2899999999999998,0
Abia,2024,4,2.5420000000000007,1.1798434382401461,0,0,7.090000000000001,0
Abia,2024,5,-0.714,-0.803984725514028,0,0,6.410000000000001,0
Abia,2024,6,-1.97,-0.8115796927798017,0,0,5.800000000000001,0
Abia,2024,7,-0.15200000000000002,-0.6413445019348091,0,0,5.86,0
Abia,2024,8,-0.6779999999999999,-0.1412600553271006,0,0,5.15,0
Abia,2024,9,-3.831999999999999,-0.6008611973484909,0,0,11.860000000000001,0
Abia,2024,10,-19.066000000000003,-1.2470219269748848,0,0,16.53,0
Abia,2024,11,-7.586,-0.6707586934029286,0,0,19.78,0
Abia,2024,12,-7.093999999999998,-0.8571423155888122,0,0,22.26,0
Abia,2024,13,1.451999999999999,0.283663715824708,0,0,23.1,0
Abia,2024,14,-30.096,-1.1096724075854232,0,0,24.729999999999997,0
Abia,2024,15,-12.186,-0.5197931003258781,0,0,42.459999999999994,0
Abia,2024,16,-14.999999999999998,-0.8542213949851933,0,0,44.559999999999995,0
Abia,2024,17,10.155999999999999,0.7326961005426955,0,0,79.22,0
Abia,2024,18,55.804,1.7553607084454141,1,1,163.95,0
Abia,2024,19,-11.576,-1.3237719420842649,0,0,148.07,0
Abia,2024,20,61.758,1.7075717929876224,1,1,246.07,0
Abia,2024,21,3.7840000000000025,0.5110843524533185,0,0,236.95,0
Abia,2024,22,-31.64999999999999,-0.5945099484054441,0,0,184.68,0
Abia,2024,23,-33.684,-1.1837192089042543,0,0,208.0,0
Abia,2024,24,44.203999999999986,1.505099219836424,1,0,190.39,0
Abia,2024,25,37.876000000000005,1.1989557660239183,1,1,256.7,0
Abia,2024,26,-15.082000000000008,-0.5398565505803423,0,0,262.4,0
Abia,2024,27,-5.828000000000003,-0.26940706027021927,0,0,302.27,0
Abia,2024,28,-9.753999999999994,-0.46162851390234116,0,0,243.01,0
Abia,2024,29,45.47,1.4826684749123604,1,1,234.59,0
Abia,2024,30,-32.331999999999994,-0.9126189516644303,0,0,205.89,0
Abia,2024,31,-6.288000000000004,-0.4114831044845217,0,0,155.37,0
Abia,2024,32,-66.378,-1.1636854244018802,0,0,135.84,0
Abia,2024,33,-7.299999999999997,-0.32030783386090933,0,0,61.57,0
Abia,2024,34,21.016,0.8190326796046044,0,0,106.72,0
Abia,2024,35,-18.337999999999997,-0.88762489796295,0,0,107.38,0
Abia,2024,36,-23.632000000000005,-0.5770835778037209,0,0,127.85999999999999,0
Abia,2024,37,6.0859999999999985,0.4860725768970562,0,0,156.93,0
Abia,2024,38,0.3079999999999927,0.014977043362050885,0,0,161.1,0
Abia,2024,39,-1.088000000000008,-0.05384052440407611,0,0,188.60999999999999,0
Abia,2024,40,-15.156000000000006,-0.33389256361588143,0,0,201.33999999999997,0
Abia,2024,41,2.1899999999999977,0.10596919474891903,0,0,200.81,0
Abia,2024,42,-9.747999999999998,-0.4363859562118151,0,0,168.32999999999998,0
Abia,2024,43,8.355999999999995,0.8050491235643983,0,0,156.34,0
Abia,2024,44,-13.338000000000001,-1.1135993737053063,0,0,141.07,0
Abia,2024,45,-20.032,-0.8370340763660062,0,0,100.7,0
Abia,2024,46,-18.21,-1.013258717947693,0,0,68.45,0
Abia,2024,47,-9.514,-0.6860881331832818,0,0,34.69,0
Abia,2024,48,-3.1759999999999997,-1.0689888920725374,0,0,5.63,0
Abia,2024,49,-6.084,-0.4973319674399842,0,0,0.7999999999999999,0
Abia,2024,50,-5.24,-0.7553993390821009,0,0,0.45,0
Abia,2024,51,-1.9140000000000001,-0.5103894747433579,0,0,0.2,0
Abia,2024,52,-1.8579999999999997,-0.4650493734101393,0,0,0.07,0
Abia,2025,1,-9.5,-0.6195799633356621,0,0,0.78,0
Abia,2025,2,-2.3619999999999997,-0.5067296459689836,0,0,0.78,0
Abia,2025,3,-4.566000000000001,-0.397715832981938,0,0,1.74,0
Abia,2025,4,-2.878,-1.3357944198485994,0,0,2.1,0
Abia,2025,5,-0.604,-0.6801215325076652,0,0,1.45,0
Abia,2025,6,-1.8699999999999999,-0.7703827540600148,0,0,1.55,0
Abia,2025,7,-0.132,-0.5569570674697025,0,0,0.67,0
Abia,2025,8,4.542,0.9463173617930544,0,0,10.600000000000001,0
Abia,2025,9,1.008000000000001,0.1580553462753861,0,0,22.04,0
Abia,2025,10,-12.696000000000002,-0.8303886701391555,0,0,32.98,0
Abia,2025,11,2.1839999999999993,0.19311059667703603,0,0,45.980000000000004,0
Abia,2025,12,0.6960000000000015,0.08409515811246332,0,0,51.03,0
Abia,2025,13,-3.2680000000000007,-0.6384387212914232,0,0,42.31,0
Abia,2025,14,-20.146,-0.7428050346629431,0,0,47.52,0
Abia,2025,15,-2.9959999999999987,-0.12779420060531185,0,0,64.67,0
Abia,2025,16,-18.189999999999998,-1.0358858116520444,0,0,55.79,0
Abia,2025,17,7.466000000000001,0.5386283070748096,0,0,92.48,0
Abia,2025,18,-16.436,-0.5170078955632003,0,0,95.02000000000001,0
Abia,2025,19,10.213999999999999,1.1680206130311575,0,0,91.74,0
Abia,2025,20,-32.982,-0.911932589726315,0,0,98.19,0
Abia,2025,21,-8.526,-1.1515605679220378,0,0,79.45,0
Abia,2025,22,-4.049999999999997,-0.0760747327343459,0,0,127.02000000000001,0
Abia,2025,23,27.215999999999994,0.9564215054488238,1,0,189.45,0
Abia,2025,24,-18.976000000000003,-0.6461126322417878,0,0,203.39999999999998,0
Abia,2025,25,-18.394,-0.5822576924766065,0,0,225.75,0
Abia,2025,26,20.39799999999999,0.7301414877826423,1,0,239.32999999999998,0
Abia,2025,27,36.36200000000001,1.6808818678012545,1,1,260.49,0
Abia,2025,28,3.636000000000003,0.17208132833185513,0,0,277.8,0
Abia,2025,29,6.709999999999994,0.21879712924261996,0,0,286.89,0
Abia,2025,30,4.798000000000002,0.13543071044432572,0,0,259.84000000000003,0
Abia,2025,31,8.521999999999998,0.5576747799645502,0,0,181.94,0
Abia,2025,32,28.432000000000002,0.49844683459270034,1,1,243.82999999999998,0
Abia,2025,33,-10.419999999999998,-0.45720652449735283,0,0,205.2,0
Abia,2025,34,-23.203999999999997,-0.9043031165562067,0,0,169.0,0
Abia,2025,35,-26.177999999999997,-1.267108985651331,0,0,147.01,0
Abia,2025,36,-47.44200000000001,-1.1585138413238034,0,0,48.87,0
Abia,2025,37,14.585999999999999,1.1649448909990903,0,0,89.56,0
Abia,2025,38,5.60799999999999,0.2726988934233221,0,0,143.25,0
Abia,2025,39,-20.328000000000007,-1.0059468566967382,0,0,159.35999999999999,0
Abia,2025,40,-19.646,-0.43280900665067334,0,0,191.41,0
Abia,2025,41,-15.250000000000004,-0.7379133424296882,0,0,164.94,0
Abia,2025,42,36.792,1.6470570476964614,1,0,173.7,0
Abia,2025,43,-10.084000000000003,-0.9715312783656533,0,0,162.51000000000002,0
Abia,2025,44,6.251999999999995,0.5219840519122484,0,0,171.32,0
Abia,2025,45,22.908,0.9572072993905987,0,0,191.32999999999998,0
Abia,2025,46,2.919999999999998,0.16247750996195834,0,0,133.67,0
Abia,2025,47,-7.494,-0.5404188007226732,0,0,120.37,0
Abia,2025,48,-0.31599999999999984,-0.10636035576036577,0,0,74.58,0
Abia,2025,49,21.855999999999998,1.7866021499619156,0,0,54.75,0
Abia,2025,50,2.879999999999999,0.41518131613672704,0,0,41.38999999999999,0
Abia,2025,51,-1.0340000000000003,-0.2757276472751475,0,0,40.0,0
Abia,2025,52,-1.5279999999999996,-0.38245179901544285,0,0,37.34,0
Abia,2026,1,-10.01,-0.6528416245252607,0,0,9.6,0
Adamawa,2020,53,0.0,0,0,0,0.0,0
Adamawa,2021,1,0.0,0,0,0,0.0,0
Adamawa,2021,2,0.0,0,0,0,0.0,0
Adamawa,2021,3,0.0,0,0,0,0.0,0
Adamawa,2021,4,0.0,0,0,0,0.0,0
Adamawa,2021,5,0.0,0,0,0,0.0,0
Adamawa,2021,6,0.0,0,0,0,0.0,0
Adamawa,2021,7,0.0,0,0,0,0.0,0
Adamawa,2021,8,-0.008,-0.447213595499958,0,0,0.0,0
Adamawa,2021,9,-1.3980000000000001,-0.456132143119298,0,0,0.0,0
Adamawa,2021,10,7.188,1.7879673204781736,0,0,9.09,0
Adamawa,2021,11,-1.246,-0.4033644815020517,0,0,9.28,0
Adamawa,2021,12,0.48600000000000004,1.3687154487677238,0,0,10.06,0
Adamawa,2021,13,-0.11400000000000002,-0.4571718618745076,0,0,10.06,0
Adamawa,2021,14,-4.762,-0.46061284906893063,0,0,2.42,0
Adamawa,2021,15,2.644,0.8267495108328661,0,0,8.28,0
Adamawa,2021,16,-16.262,-0.5883031797820779,0,0,8.5,0
Adamawa,2021,17,-6.960000000000001,-0.527733832619755,0,0,13.68,0
Adamawa,2021,18,1.8200000000000003,0.4312887028012867,0,0,28.71,0
Adamawa,2021,19,29.311999999999998,1.621630966172699,1,0,69.96,0
Adamawa,2021,20,3.5319999999999965,0.11179143628615258,0,0,100.63999999999999,0
Adamawa,2021,21,-14.377999999999998,-0.477381043838073,0,0,102.21999999999998,0
Adamawa,2021,22,18.154,1.4680193023462957,0,0,123.35,0
Adamawa,2021,23,0.9660000000000011,0.08384490200045806,0,0,98.05,0
Adamawa,2021,24,10.868000000000002,0.7148312128332678,0,0,100.72,0
Adamawa,2021,25,-3.109999999999996,-0.24199169296289524,0,0,124.65,0
Adamawa,2021,26,36.767999999999994,1.7359737188286393,1,1,168.64,0
Adamawa,2021,27,20.854,1.5758356383736911,1,0,194.22,0
Adamawa,2021,28,21.976,0.7155239626095171,1,1,219.26,0
Adamawa,2021,29,-50.49200000000002,-0.33767096238638694,1,0,240.46,0
Adamawa,2021,30,-57.584,-0.5735714361382216,0,0,179.89000000000001,0
Adamawa,2021,31,-9.037999999999997,-0.4973968067786421,0,0,159.31,0
Adamawa,2021,32,35.498000000000005,1.4110600338644388,1,1,173.82,0
Adamawa,2021,33,-1.8639999999999937,-0.12246558847410158,0,0,153.87,0
Adamawa,2021,34,6.725999999999999,0.34328842450921077,0,0,175.52,0
Adamawa,2021,35,-8.564000000000002,-0.7440960314028161,0,0,162.14000000000001,0
Adamawa,2021,36,-0.8019999999999996,-0.04121115418628603,1,0,138.78,0
Adamawa,2021,37,12.966000000000001,0.8837715278238919,0,0,147.23000000000002,0
Adamawa,2021,38,53.46600000000001,1.664763982748176,1,1,195.09,0
Adamawa,2021,39,-9.244,-0.7306012969264314,0,0,196.17,0
Adamawa,2021,40,-6.468,-0.45412394487350516,0,0,169.41,0
Adamawa,2021,41,-1.274,-0.25444742746637805,0,0,134.12,0
Adamawa,2021,42,4.347999999999999,0.9818508811150836,0,0,54.95,0
Adamawa,2021,43,7.3,1.749731857885935,0,0,50.099999999999994,0
Adamawa,2021,44,18.014,1.785157288841769,0,0,49.31,0
Adamawa,2021,45,53.292,1.7888401974952686,1,1,110.9,0
Adamawa,2021,46,0.848,0.9295586102147219,0,0,101.04,0
Adamawa,2021,47,0.022,1.687322975464215,0,0,91.22000000000001,0
Adamawa,2021,48,0.008,1.7888543819998317,0,0,68.24000000000001,0
Adamawa,2021,49,0.0,0,0,0,1.5500000000000143,0
Adamawa,2021,50,0.0,0,0,0,0.04000000000001421,0
Adamawa,2021,51,0.312,1.7888543819998317,0,0,0.40000000000001423,0
Adamawa,2021,52,2.568,1.788854381999832,0,0,3.6000000000000143,0
Adamawa,2022,1,0.0,0,0,0,3.6000000000000143,0
Adamawa,2022,2,0.0,0,0,0,3.6000000000000143,0
Adamawa,2022,3,0.0,0,0,0,3.210000000000014,0
Adamawa,2022,4,0.0,0,0,0,0.0,0
Adamawa,2022,5,0.0,0,0,0,0.0,0
Adamawa,2022,6,0.0,0,0,0,0.0,0
Adamawa,2022,7,0.0,0,0,0,0.0,0
Adamawa,2022,8,-0.008,-0.447213595499958,0,0,0.0,0
Adamawa,2022,9,-1.3980000000000001,-0.456132143119298,0,0,0.0,0
Adamawa,2022,10,-1.8319999999999999,-0.45569784795715274,0,0,0.07000000000001422,0
Adamawa,2022,11,-1.436,-0.4648727090184159,0,0,0.07000000000001422,0
Adamawa,2022,12,-0.174,-0.4900339261020245,0,0,0.1900000000000142,0
Adamawa,2022,13,0.44600000000000006,1.7885846525967577,0,0,0.7500000000000142,0
Adamawa,2022,14,18.148,1.7553973088834425,0,0,25.040000000000013,0
Adamawa,2022,15,4.223999999999999,1.320798008229208,0,0,32.670000000000016,0
Adamawa,2022,16,48.798,1.7653436580375008,1,1,98.61000000000001,0
Adamawa,2022,17,21.880000000000003,1.6590253243850919,0,0,132.07000000000002,0
Adamawa,2022,18,2.3299999999999983,0.5521443283115369,0,0,124.70000000000002,0
Adamawa,2022,19,1.8719999999999999,0.1035648597391953,0,0,136.93,0
Adamawa,2022,20,52.61199999999999,1.6652239654266887,1,1,151.63,0
Adamawa,2022,21,53.362,1.771735099547034,1,1,192.11,0
Adamawa,2022,22,3.6239999999999988,0.293053979932961,0,0,198.20000000000002,0
Adamawa,2022,23,7.036000000000001,0.6106964083594434,0,0,206.41,0
Adamawa,2022,24,19.098,1.2561507639574665,0,0,168.23000000000002,0
Adamawa,2022,25,17.490000000000002,1.3609114822897248,1,0,145.02,0
Adamawa,2022,26,-4.042000000000002,-0.19084001771935824,0,0,162.73000000000002,0
Adamawa,2022,27,-0.5760000000000005,-0.04352552640755955,0,0,160.81,0
Adamawa,2022,28,37.786,1.2302870609375325,1,1,193.43,0
Adamawa,2022,29,-60.60200000000002,-0.40528273117602437,0,0,183.92000000000002,0
Adamawa,2022,30,-17.114000000000004,-0.1704657814335497,1,1,204.63000000000002,0
Adamawa,2022,31,20.502000000000002,1.128305967313092,1,0,235.02,0
Adamawa,2022,32,14.338000000000001,0.56994137037434,1,0,212.56,0
Adamawa,2022,33,15.796000000000006,1.0378038817258133,1,0,220.38000000000002,0
Adamawa,2022,34,29.836000000000006,1.522800094210053,1,1,224.67000000000002,0
Adamawa,2022,35,18.166,1.5783802553086823,0,0,208.48000000000002,0
Adamawa,2022,36,32.967999999999996,1.694076472834761,1,1,240.05,0
Adamawa,2022,37,0.5560000000000009,0.03789734455268276,0,0,218.43,0
Adamawa,2022,38,-16.453999999999997,-0.51232608708597,0,0,173.26000000000002,0
Adamawa,2022,39,-8.414,-0.6650020891755727,0,0,148.44000000000003,0
Adamawa,2022,40,2.9819999999999958,0.20936883172739493,0,0,97.36000000000003,0
Adamawa,2022,41,-2.574,-0.5140876595749271,0,0,73.18000000000002,0
Adamawa,2022,42,-2.652000000000001,-0.5988658088126042,0,0,56.93000000000003,0
Adamawa,2022,43,-2.07,-0.4961568418936829,0,0,41.880000000000024,0
Adamawa,2022,44,-4.856,-0.48122148299187467,0,0,8.770000000000028,0
Adamawa,2022,45,-13.398,-0.44972755696993183,0,0,4.970000000000027,0
Adamawa,2022,46,-0.662,-0.7256695754270589,0,0,0.6000000000000284,0
Adamawa,2022,47,-0.008,-0.6135719910778964,0,0,0.12000000000002842,0
Adamawa,2022,48,-0.002,-0.4472135954999579,0,0,0.0,0
Adamawa,2022,49,0.0,0,0,0,0.0,0
Adamawa,2022,50,0.0,0,0,0,0.0,0
Adamawa,2022,51,-0.078,-0.4472135954999579,0,0,0.0,0
Adamawa,2022,52,-0.642,-0.447213595499958,0,0,0.0,0
Adamawa,2023,1,0.0,0,0,0,0.0,0
Adamawa,2023,2,0.0,0,0,0,0.0,0
Adamawa,2023,3,0.0,0,0,0,0.0,0
Adamawa,2023,4,0.0,0,0,0,0.0,0
